"Site","TransectDepth","Replicate","Latin","SiteID","SpeciesID","Count","Biomass","Hi_Lo","Site_Richness","Site_Abundance","Site_Biomass"
"Anniversary","3","1","Oxylebius pictus","Anniversary_3_1","Anniversary_3_1_Oxylebius pictus",0,0,"Low",8,206,2214.53
"Burial","3","1","Oxylebius pictus","Burial_3_1","Burial_3_1_Oxylebius pictus",0,0,"High",5,11,6072.13
"Coffin","3","1","Oxylebius pictus","Coffin_3_1","Coffin_3_1_Oxylebius pictus",0,0,"Low",7,27,84.02
"Dragon","3","1","Oxylebius pictus","Dragon_3_1","Dragon_3_1_Oxylebius pictus",2,17.86,"Low",7,75,766.57
"Georgina","3","1","Oxylebius pictus","Georgina_3_1","Georgina_3_1_Oxylebius pictus",0,0,"Low",3,7,9516.84
"Grainger","3","1","Oxylebius pictus","Grainger_3_1","Grainger_3_1_Oxylebius pictus",0,0,"High",4,24,943.43
"Josef","3","1","Oxylebius pictus","Josef_3_1","Josef_3_1_Oxylebius pictus",0,0,"High",7,78,3728.68
"McKenzie","3","1","Oxylebius pictus","McKenzie_3_1","McKenzie_3_1_Oxylebius pictus",0,0,"Low",7,24,3056.39
"Porlier","3","1","Oxylebius pictus","Porlier_3_1","Porlier_3_1_Oxylebius pictus",0,0,"High",7,85,5459.05
"Snake","3","1","Oxylebius pictus","Snake_3_1","Snake_3_1_Oxylebius pictus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Oxylebius pictus","Anniversary_15_1","Anniversary_15_1_Oxylebius pictus",0,0,"Low",7,27,1423.05
"Burial","15","1","Oxylebius pictus","Burial_15_1","Burial_15_1_Oxylebius pictus",0,0,"High",3,12,45.57
"Coffin","15","1","Oxylebius pictus","Coffin_15_1","Coffin_15_1_Oxylebius pictus",0,0,"Low",5,16,191.03
"Dragon","15","1","Oxylebius pictus","Dragon_15_1","Dragon_15_1_Oxylebius pictus",1,12.3,"Low",7,44,5167.22
"Georgina","15","1","Oxylebius pictus","Georgina_15_1","Georgina_15_1_Oxylebius pictus",1,16.44,"Low",7,46,4282.72
"Grainger","15","1","Oxylebius pictus","Grainger_15_1","Grainger_15_1_Oxylebius pictus",0,0,"High",8,42,10868.44
"Josef","15","1","Oxylebius pictus","Josef_15_1","Josef_15_1_Oxylebius pictus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Oxylebius pictus","McKenzie_15_1","McKenzie_15_1_Oxylebius pictus",0,0,"Low",6,14,1411.65
"Porlier","15","1","Oxylebius pictus","Porlier_15_1","Porlier_15_1_Oxylebius pictus",1,34.22,"High",7,46,8713.67
"Snake","15","1","Oxylebius pictus","Snake_15_1","Snake_15_1_Oxylebius pictus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Oxylebius pictus","Anniversary_3_2","Anniversary_3_2_Oxylebius pictus",0,0,"Low",5,61,756.36
"Burial","3","2","Oxylebius pictus","Burial_3_2","Burial_3_2_Oxylebius pictus",0,0,"High",3,61,375.03
"Coffin","3","2","Oxylebius pictus","Coffin_3_2","Coffin_3_2_Oxylebius pictus",0,0,"Low",4,10,17.4
"Dragon","3","2","Oxylebius pictus","Dragon_3_2","Dragon_3_2_Oxylebius pictus",0,0,"Low",6,28,305.28
"Georgina","3","2","Oxylebius pictus","Georgina_3_2","Georgina_3_2_Oxylebius pictus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Oxylebius pictus","Grainger_3_2","Grainger_3_2_Oxylebius pictus",0,0,"High",3,3,92.02
"Josef","3","2","Oxylebius pictus","Josef_3_2","Josef_3_2_Oxylebius pictus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Oxylebius pictus","McKenzie_3_2","McKenzie_3_2_Oxylebius pictus",0,0,"Low",4,17,100.77
"Porlier","3","2","Oxylebius pictus","Porlier_3_2","Porlier_3_2_Oxylebius pictus",0,0,"High",3,11,7847.72
"Snake","3","2","Oxylebius pictus","Snake_3_2","Snake_3_2_Oxylebius pictus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Oxylebius pictus","Anniversary_15_2","Anniversary_15_2_Oxylebius pictus",0,0,"Low",3,18,151.28
"Burial","15","2","Oxylebius pictus","Burial_15_2","Burial_15_2_Oxylebius pictus",0,0,"High",4,30,39.61
"Coffin","15","2","Oxylebius pictus","Coffin_15_2","Coffin_15_2_Oxylebius pictus",0,0,"Low",4,15,393.28
"Dragon","15","2","Oxylebius pictus","Dragon_15_2","Dragon_15_2_Oxylebius pictus",2,43.75,"Low",7,266,2677.39
"Georgina","15","2","Oxylebius pictus","Georgina_15_2","Georgina_15_2_Oxylebius pictus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Oxylebius pictus","Grainger_15_2","Grainger_15_2_Oxylebius pictus",0,0,"High",5,47,8353.74
"Josef","15","2","Oxylebius pictus","Josef_15_2","Josef_15_2_Oxylebius pictus",0,0,"High",7,45,19741.24
"McKenzie","15","2","Oxylebius pictus","McKenzie_15_2","McKenzie_15_2_Oxylebius pictus",1,21.41,"Low",8,31,648.39
"Porlier","15","2","Oxylebius pictus","Porlier_15_2","Porlier_15_2_Oxylebius pictus",0,0,"High",8,91,2369.37
"Snake","15","2","Oxylebius pictus","Snake_15_2","Snake_15_2_Oxylebius pictus",1,12.3,"Low",7,112,6273.52
"Anniversary","3","3","Oxylebius pictus","Anniversary_3_3","Anniversary_3_3_Oxylebius pictus",0,0,"Low",3,48,1294.89
"Burial","3","3","Oxylebius pictus","Burial_3_3","Burial_3_3_Oxylebius pictus",0,0,"High",3,6,16.09
"Coffin","3","3","Oxylebius pictus","Coffin_3_3","Coffin_3_3_Oxylebius pictus",0,0,"Low",3,7,6.97
"Dragon","3","3","Oxylebius pictus","Dragon_3_3","Dragon_3_3_Oxylebius pictus",1,16.44,"Low",7,28,471.87
"Georgina","3","3","Oxylebius pictus","Georgina_3_3","Georgina_3_3_Oxylebius pictus",0,0,"Low",3,3,112.72
"Grainger","3","3","Oxylebius pictus","Grainger_3_3","Grainger_3_3_Oxylebius pictus",0,0,"High",7,18,3116.84
"Josef","3","3","Oxylebius pictus","Josef_3_3","Josef_3_3_Oxylebius pictus",1,34.22,"High",5,45,1772.58
"McKenzie","3","3","Oxylebius pictus","McKenzie_3_3","McKenzie_3_3_Oxylebius pictus",0,0,"Low",5,28,130.43
"Porlier","3","3","Oxylebius pictus","Porlier_3_3","Porlier_3_3_Oxylebius pictus",0,0,"High",7,24,18165.49
"Snake","3","3","Oxylebius pictus","Snake_3_3","Snake_3_3_Oxylebius pictus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Oxylebius pictus","Anniversary_15_3","Anniversary_15_3_Oxylebius pictus",0,0,"Low",3,47,9442.15
"Burial","15","3","Oxylebius pictus","Burial_15_3","Burial_15_3_Oxylebius pictus",0,0,"High",1,24,11.86
"Coffin","15","3","Oxylebius pictus","Coffin_15_3","Coffin_15_3_Oxylebius pictus",0,0,"Low",5,32,88.42
"Dragon","15","3","Oxylebius pictus","Dragon_15_3","Dragon_15_3_Oxylebius pictus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Oxylebius pictus","Georgina_15_3","Georgina_15_3_Oxylebius pictus",1,21.41,"Low",7,58,343.89
"Grainger","15","3","Oxylebius pictus","Grainger_15_3","Grainger_15_3_Oxylebius pictus",0,0,"High",5,89,2108.31
"Josef","15","3","Oxylebius pictus","Josef_15_3","Josef_15_3_Oxylebius pictus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Oxylebius pictus","McKenzie_15_3","McKenzie_15_3_Oxylebius pictus",1,27.31,"Low",5,22,13815.55
"Porlier","15","3","Oxylebius pictus","Porlier_15_3","Porlier_15_3_Oxylebius pictus",0,0,"High",8,81,7335.53
"Snake","15","3","Oxylebius pictus","Snake_15_3","Snake_15_3_Oxylebius pictus",1,16.44,"Low",6,50,1202.35
"Burial","3","4","Oxylebius pictus","Burial_3_4","Burial_3_4_Oxylebius pictus",0,0,"High",1,10,7.96
"Dragon","3","4","Oxylebius pictus","Dragon_3_4","Dragon_3_4_Oxylebius pictus",1,8.93,"Low",4,14,1149.48
"McKenzie","3","4","Oxylebius pictus","McKenzie_3_4","McKenzie_3_4_Oxylebius pictus",0,0,"Low",5,24,90.11
"Snake","3","4","Oxylebius pictus","Snake_3_4","Snake_3_4_Oxylebius pictus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Oxylebius pictus","Anniversary_15_4","Anniversary_15_4_Oxylebius pictus",0,0,"Low",2,14,44.36
"Burial","15","4","Oxylebius pictus","Burial_15_4","Burial_15_4_Oxylebius pictus",0,0,"High",4,20,196.44
"Dragon","15","4","Oxylebius pictus","Dragon_15_4","Dragon_15_4_Oxylebius pictus",3,51.92,"Low",8,524,2616.28
"McKenzie","15","4","Oxylebius pictus","McKenzie_15_4","McKenzie_15_4_Oxylebius pictus",1,27.31,"Low",6,14,66.1
"Snake","15","4","Oxylebius pictus","Snake_15_4","Snake_15_4_Oxylebius pictus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Pholis clemensi","Anniversary_3_1","Anniversary_3_1_Pholis clemensi",0,0,"Low",8,206,2214.53
"Burial","3","1","Pholis clemensi","Burial_3_1","Burial_3_1_Pholis clemensi",0,0,"High",5,11,6072.13
"Coffin","3","1","Pholis clemensi","Coffin_3_1","Coffin_3_1_Pholis clemensi",0,0,"Low",7,27,84.02
"Dragon","3","1","Pholis clemensi","Dragon_3_1","Dragon_3_1_Pholis clemensi",0,0,"Low",7,75,766.57
"Georgina","3","1","Pholis clemensi","Georgina_3_1","Georgina_3_1_Pholis clemensi",0,0,"Low",3,7,9516.84
"Grainger","3","1","Pholis clemensi","Grainger_3_1","Grainger_3_1_Pholis clemensi",0,0,"High",4,24,943.43
"Josef","3","1","Pholis clemensi","Josef_3_1","Josef_3_1_Pholis clemensi",0,0,"High",7,78,3728.68
"McKenzie","3","1","Pholis clemensi","McKenzie_3_1","McKenzie_3_1_Pholis clemensi",0,0,"Low",7,24,3056.39
"Porlier","3","1","Pholis clemensi","Porlier_3_1","Porlier_3_1_Pholis clemensi",0,0,"High",7,85,5459.05
"Snake","3","1","Pholis clemensi","Snake_3_1","Snake_3_1_Pholis clemensi",0,0,"Low",1,1,1.86
"Anniversary","15","1","Pholis clemensi","Anniversary_15_1","Anniversary_15_1_Pholis clemensi",0,0,"Low",7,27,1423.05
"Burial","15","1","Pholis clemensi","Burial_15_1","Burial_15_1_Pholis clemensi",0,0,"High",3,12,45.57
"Coffin","15","1","Pholis clemensi","Coffin_15_1","Coffin_15_1_Pholis clemensi",0,0,"Low",5,16,191.03
"Dragon","15","1","Pholis clemensi","Dragon_15_1","Dragon_15_1_Pholis clemensi",0,0,"Low",7,44,5167.22
"Georgina","15","1","Pholis clemensi","Georgina_15_1","Georgina_15_1_Pholis clemensi",0,0,"Low",7,46,4282.72
"Grainger","15","1","Pholis clemensi","Grainger_15_1","Grainger_15_1_Pholis clemensi",0,0,"High",8,42,10868.44
"Josef","15","1","Pholis clemensi","Josef_15_1","Josef_15_1_Pholis clemensi",0,0,"High",6,39,8799.9
"McKenzie","15","1","Pholis clemensi","McKenzie_15_1","McKenzie_15_1_Pholis clemensi",0,0,"Low",6,14,1411.65
"Porlier","15","1","Pholis clemensi","Porlier_15_1","Porlier_15_1_Pholis clemensi",0,0,"High",7,46,8713.67
"Snake","15","1","Pholis clemensi","Snake_15_1","Snake_15_1_Pholis clemensi",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Pholis clemensi","Anniversary_3_2","Anniversary_3_2_Pholis clemensi",0,0,"Low",5,61,756.36
"Burial","3","2","Pholis clemensi","Burial_3_2","Burial_3_2_Pholis clemensi",0,0,"High",3,61,375.03
"Coffin","3","2","Pholis clemensi","Coffin_3_2","Coffin_3_2_Pholis clemensi",0,0,"Low",4,10,17.4
"Dragon","3","2","Pholis clemensi","Dragon_3_2","Dragon_3_2_Pholis clemensi",0,0,"Low",6,28,305.28
"Georgina","3","2","Pholis clemensi","Georgina_3_2","Georgina_3_2_Pholis clemensi",0,0,"Low",5,6,4691.88
"Grainger","3","2","Pholis clemensi","Grainger_3_2","Grainger_3_2_Pholis clemensi",0,0,"High",3,3,92.02
"Josef","3","2","Pholis clemensi","Josef_3_2","Josef_3_2_Pholis clemensi",0,0,"High",7,43,4102.42
"McKenzie","3","2","Pholis clemensi","McKenzie_3_2","McKenzie_3_2_Pholis clemensi",0,0,"Low",4,17,100.77
"Porlier","3","2","Pholis clemensi","Porlier_3_2","Porlier_3_2_Pholis clemensi",0,0,"High",3,11,7847.72
"Snake","3","2","Pholis clemensi","Snake_3_2","Snake_3_2_Pholis clemensi",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Pholis clemensi","Anniversary_15_2","Anniversary_15_2_Pholis clemensi",0,0,"Low",3,18,151.28
"Burial","15","2","Pholis clemensi","Burial_15_2","Burial_15_2_Pholis clemensi",0,0,"High",4,30,39.61
"Coffin","15","2","Pholis clemensi","Coffin_15_2","Coffin_15_2_Pholis clemensi",0,0,"Low",4,15,393.28
"Dragon","15","2","Pholis clemensi","Dragon_15_2","Dragon_15_2_Pholis clemensi",0,0,"Low",7,266,2677.39
"Georgina","15","2","Pholis clemensi","Georgina_15_2","Georgina_15_2_Pholis clemensi",0,0,"Low",5,37,1010.88
"Grainger","15","2","Pholis clemensi","Grainger_15_2","Grainger_15_2_Pholis clemensi",0,0,"High",5,47,8353.74
"Josef","15","2","Pholis clemensi","Josef_15_2","Josef_15_2_Pholis clemensi",0,0,"High",7,45,19741.24
"McKenzie","15","2","Pholis clemensi","McKenzie_15_2","McKenzie_15_2_Pholis clemensi",0,0,"Low",8,31,648.39
"Porlier","15","2","Pholis clemensi","Porlier_15_2","Porlier_15_2_Pholis clemensi",0,0,"High",8,91,2369.37
"Snake","15","2","Pholis clemensi","Snake_15_2","Snake_15_2_Pholis clemensi",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Pholis clemensi","Anniversary_3_3","Anniversary_3_3_Pholis clemensi",0,0,"Low",3,48,1294.89
"Burial","3","3","Pholis clemensi","Burial_3_3","Burial_3_3_Pholis clemensi",0,0,"High",3,6,16.09
"Coffin","3","3","Pholis clemensi","Coffin_3_3","Coffin_3_3_Pholis clemensi",0,0,"Low",3,7,6.97
"Dragon","3","3","Pholis clemensi","Dragon_3_3","Dragon_3_3_Pholis clemensi",0,0,"Low",7,28,471.87
"Georgina","3","3","Pholis clemensi","Georgina_3_3","Georgina_3_3_Pholis clemensi",0,0,"Low",3,3,112.72
"Grainger","3","3","Pholis clemensi","Grainger_3_3","Grainger_3_3_Pholis clemensi",0,0,"High",7,18,3116.84
"Josef","3","3","Pholis clemensi","Josef_3_3","Josef_3_3_Pholis clemensi",0,0,"High",5,45,1772.58
"McKenzie","3","3","Pholis clemensi","McKenzie_3_3","McKenzie_3_3_Pholis clemensi",0,0,"Low",5,28,130.43
"Porlier","3","3","Pholis clemensi","Porlier_3_3","Porlier_3_3_Pholis clemensi",0,0,"High",7,24,18165.49
"Snake","3","3","Pholis clemensi","Snake_3_3","Snake_3_3_Pholis clemensi",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Pholis clemensi","Anniversary_15_3","Anniversary_15_3_Pholis clemensi",0,0,"Low",3,47,9442.15
"Burial","15","3","Pholis clemensi","Burial_15_3","Burial_15_3_Pholis clemensi",0,0,"High",1,24,11.86
"Coffin","15","3","Pholis clemensi","Coffin_15_3","Coffin_15_3_Pholis clemensi",1,0.28,"Low",5,32,88.42
"Dragon","15","3","Pholis clemensi","Dragon_15_3","Dragon_15_3_Pholis clemensi",0,0,"Low",5,72,5875.21
"Georgina","15","3","Pholis clemensi","Georgina_15_3","Georgina_15_3_Pholis clemensi",0,0,"Low",7,58,343.89
"Grainger","15","3","Pholis clemensi","Grainger_15_3","Grainger_15_3_Pholis clemensi",0,0,"High",5,89,2108.31
"Josef","15","3","Pholis clemensi","Josef_15_3","Josef_15_3_Pholis clemensi",0,0,"High",6,41,2123.88
"McKenzie","15","3","Pholis clemensi","McKenzie_15_3","McKenzie_15_3_Pholis clemensi",0,0,"Low",5,22,13815.55
"Porlier","15","3","Pholis clemensi","Porlier_15_3","Porlier_15_3_Pholis clemensi",0,0,"High",8,81,7335.53
"Snake","15","3","Pholis clemensi","Snake_15_3","Snake_15_3_Pholis clemensi",0,0,"Low",6,50,1202.35
"Burial","3","4","Pholis clemensi","Burial_3_4","Burial_3_4_Pholis clemensi",0,0,"High",1,10,7.96
"Dragon","3","4","Pholis clemensi","Dragon_3_4","Dragon_3_4_Pholis clemensi",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Pholis clemensi","McKenzie_3_4","McKenzie_3_4_Pholis clemensi",0,0,"Low",5,24,90.11
"Snake","3","4","Pholis clemensi","Snake_3_4","Snake_3_4_Pholis clemensi",0,0,"Low",5,9,16.36
"Anniversary","15","4","Pholis clemensi","Anniversary_15_4","Anniversary_15_4_Pholis clemensi",0,0,"Low",2,14,44.36
"Burial","15","4","Pholis clemensi","Burial_15_4","Burial_15_4_Pholis clemensi",0,0,"High",4,20,196.44
"Dragon","15","4","Pholis clemensi","Dragon_15_4","Dragon_15_4_Pholis clemensi",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Pholis clemensi","McKenzie_15_4","McKenzie_15_4_Pholis clemensi",0,0,"Low",6,14,66.1
"Snake","15","4","Pholis clemensi","Snake_15_4","Snake_15_4_Pholis clemensi",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Pholis laeta","Anniversary_3_1","Anniversary_3_1_Pholis laeta",0,0,"Low",8,206,2214.53
"Burial","3","1","Pholis laeta","Burial_3_1","Burial_3_1_Pholis laeta",0,0,"High",5,11,6072.13
"Coffin","3","1","Pholis laeta","Coffin_3_1","Coffin_3_1_Pholis laeta",0,0,"Low",7,27,84.02
"Dragon","3","1","Pholis laeta","Dragon_3_1","Dragon_3_1_Pholis laeta",0,0,"Low",7,75,766.57
"Georgina","3","1","Pholis laeta","Georgina_3_1","Georgina_3_1_Pholis laeta",0,0,"Low",3,7,9516.84
"Grainger","3","1","Pholis laeta","Grainger_3_1","Grainger_3_1_Pholis laeta",0,0,"High",4,24,943.43
"Josef","3","1","Pholis laeta","Josef_3_1","Josef_3_1_Pholis laeta",3,11.87,"High",7,78,3728.68
"McKenzie","3","1","Pholis laeta","McKenzie_3_1","McKenzie_3_1_Pholis laeta",0,0,"Low",7,24,3056.39
"Porlier","3","1","Pholis laeta","Porlier_3_1","Porlier_3_1_Pholis laeta",0,0,"High",7,85,5459.05
"Snake","3","1","Pholis laeta","Snake_3_1","Snake_3_1_Pholis laeta",0,0,"Low",1,1,1.86
"Anniversary","15","1","Pholis laeta","Anniversary_15_1","Anniversary_15_1_Pholis laeta",0,0,"Low",7,27,1423.05
"Burial","15","1","Pholis laeta","Burial_15_1","Burial_15_1_Pholis laeta",0,0,"High",3,12,45.57
"Coffin","15","1","Pholis laeta","Coffin_15_1","Coffin_15_1_Pholis laeta",0,0,"Low",5,16,191.03
"Dragon","15","1","Pholis laeta","Dragon_15_1","Dragon_15_1_Pholis laeta",0,0,"Low",7,44,5167.22
"Georgina","15","1","Pholis laeta","Georgina_15_1","Georgina_15_1_Pholis laeta",0,0,"Low",7,46,4282.72
"Grainger","15","1","Pholis laeta","Grainger_15_1","Grainger_15_1_Pholis laeta",0,0,"High",8,42,10868.44
"Josef","15","1","Pholis laeta","Josef_15_1","Josef_15_1_Pholis laeta",0,0,"High",6,39,8799.9
"McKenzie","15","1","Pholis laeta","McKenzie_15_1","McKenzie_15_1_Pholis laeta",0,0,"Low",6,14,1411.65
"Porlier","15","1","Pholis laeta","Porlier_15_1","Porlier_15_1_Pholis laeta",0,0,"High",7,46,8713.67
"Snake","15","1","Pholis laeta","Snake_15_1","Snake_15_1_Pholis laeta",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Pholis laeta","Anniversary_3_2","Anniversary_3_2_Pholis laeta",0,0,"Low",5,61,756.36
"Burial","3","2","Pholis laeta","Burial_3_2","Burial_3_2_Pholis laeta",0,0,"High",3,61,375.03
"Coffin","3","2","Pholis laeta","Coffin_3_2","Coffin_3_2_Pholis laeta",0,0,"Low",4,10,17.4
"Dragon","3","2","Pholis laeta","Dragon_3_2","Dragon_3_2_Pholis laeta",0,0,"Low",6,28,305.28
"Georgina","3","2","Pholis laeta","Georgina_3_2","Georgina_3_2_Pholis laeta",0,0,"Low",5,6,4691.88
"Grainger","3","2","Pholis laeta","Grainger_3_2","Grainger_3_2_Pholis laeta",0,0,"High",3,3,92.02
"Josef","3","2","Pholis laeta","Josef_3_2","Josef_3_2_Pholis laeta",0,0,"High",7,43,4102.42
"McKenzie","3","2","Pholis laeta","McKenzie_3_2","McKenzie_3_2_Pholis laeta",0,0,"Low",4,17,100.77
"Porlier","3","2","Pholis laeta","Porlier_3_2","Porlier_3_2_Pholis laeta",0,0,"High",3,11,7847.72
"Snake","3","2","Pholis laeta","Snake_3_2","Snake_3_2_Pholis laeta",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Pholis laeta","Anniversary_15_2","Anniversary_15_2_Pholis laeta",0,0,"Low",3,18,151.28
"Burial","15","2","Pholis laeta","Burial_15_2","Burial_15_2_Pholis laeta",0,0,"High",4,30,39.61
"Coffin","15","2","Pholis laeta","Coffin_15_2","Coffin_15_2_Pholis laeta",0,0,"Low",4,15,393.28
"Dragon","15","2","Pholis laeta","Dragon_15_2","Dragon_15_2_Pholis laeta",0,0,"Low",7,266,2677.39
"Georgina","15","2","Pholis laeta","Georgina_15_2","Georgina_15_2_Pholis laeta",0,0,"Low",5,37,1010.88
"Grainger","15","2","Pholis laeta","Grainger_15_2","Grainger_15_2_Pholis laeta",0,0,"High",5,47,8353.74
"Josef","15","2","Pholis laeta","Josef_15_2","Josef_15_2_Pholis laeta",0,0,"High",7,45,19741.24
"McKenzie","15","2","Pholis laeta","McKenzie_15_2","McKenzie_15_2_Pholis laeta",0,0,"Low",8,31,648.39
"Porlier","15","2","Pholis laeta","Porlier_15_2","Porlier_15_2_Pholis laeta",0,0,"High",8,91,2369.37
"Snake","15","2","Pholis laeta","Snake_15_2","Snake_15_2_Pholis laeta",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Pholis laeta","Anniversary_3_3","Anniversary_3_3_Pholis laeta",0,0,"Low",3,48,1294.89
"Burial","3","3","Pholis laeta","Burial_3_3","Burial_3_3_Pholis laeta",2,5.5,"High",3,6,16.09
"Coffin","3","3","Pholis laeta","Coffin_3_3","Coffin_3_3_Pholis laeta",0,0,"Low",3,7,6.97
"Dragon","3","3","Pholis laeta","Dragon_3_3","Dragon_3_3_Pholis laeta",0,0,"Low",7,28,471.87
"Georgina","3","3","Pholis laeta","Georgina_3_3","Georgina_3_3_Pholis laeta",0,0,"Low",3,3,112.72
"Grainger","3","3","Pholis laeta","Grainger_3_3","Grainger_3_3_Pholis laeta",0,0,"High",7,18,3116.84
"Josef","3","3","Pholis laeta","Josef_3_3","Josef_3_3_Pholis laeta",0,0,"High",5,45,1772.58
"McKenzie","3","3","Pholis laeta","McKenzie_3_3","McKenzie_3_3_Pholis laeta",0,0,"Low",5,28,130.43
"Porlier","3","3","Pholis laeta","Porlier_3_3","Porlier_3_3_Pholis laeta",0,0,"High",7,24,18165.49
"Snake","3","3","Pholis laeta","Snake_3_3","Snake_3_3_Pholis laeta",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Pholis laeta","Anniversary_15_3","Anniversary_15_3_Pholis laeta",0,0,"Low",3,47,9442.15
"Burial","15","3","Pholis laeta","Burial_15_3","Burial_15_3_Pholis laeta",0,0,"High",1,24,11.86
"Coffin","15","3","Pholis laeta","Coffin_15_3","Coffin_15_3_Pholis laeta",0,0,"Low",5,32,88.42
"Dragon","15","3","Pholis laeta","Dragon_15_3","Dragon_15_3_Pholis laeta",0,0,"Low",5,72,5875.21
"Georgina","15","3","Pholis laeta","Georgina_15_3","Georgina_15_3_Pholis laeta",0,0,"Low",7,58,343.89
"Grainger","15","3","Pholis laeta","Grainger_15_3","Grainger_15_3_Pholis laeta",0,0,"High",5,89,2108.31
"Josef","15","3","Pholis laeta","Josef_15_3","Josef_15_3_Pholis laeta",0,0,"High",6,41,2123.88
"McKenzie","15","3","Pholis laeta","McKenzie_15_3","McKenzie_15_3_Pholis laeta",0,0,"Low",5,22,13815.55
"Porlier","15","3","Pholis laeta","Porlier_15_3","Porlier_15_3_Pholis laeta",0,0,"High",8,81,7335.53
"Snake","15","3","Pholis laeta","Snake_15_3","Snake_15_3_Pholis laeta",0,0,"Low",6,50,1202.35
"Burial","3","4","Pholis laeta","Burial_3_4","Burial_3_4_Pholis laeta",0,0,"High",1,10,7.96
"Dragon","3","4","Pholis laeta","Dragon_3_4","Dragon_3_4_Pholis laeta",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Pholis laeta","McKenzie_3_4","McKenzie_3_4_Pholis laeta",1,0.26,"Low",5,24,90.11
"Snake","3","4","Pholis laeta","Snake_3_4","Snake_3_4_Pholis laeta",0,0,"Low",5,9,16.36
"Anniversary","15","4","Pholis laeta","Anniversary_15_4","Anniversary_15_4_Pholis laeta",0,0,"Low",2,14,44.36
"Burial","15","4","Pholis laeta","Burial_15_4","Burial_15_4_Pholis laeta",0,0,"High",4,20,196.44
"Dragon","15","4","Pholis laeta","Dragon_15_4","Dragon_15_4_Pholis laeta",0,0,"Low",8,524,2616.28
